Product URL,Star Rating,Comment
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,2,Mua được 2 tuần máy lỗi nhiều nóng tụt pin. Ko thể chấp nhận được với con máy hơn chục củ
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,"Moi mua dc vai tieng luon ak,doc danh gia sao ma nan qua vay ne"
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,1,"thật sự thất vọng với 1 con đt 12tr, nóng nhanh hết pin, và rất lag, cam chỉ tạm được thật sự thất vọngmua xài chưa tới 1 tháng nữa"
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,"1. Máy dành cho hệ người sắp giàu muốn xài dòng S nha 2. Nếu sài liên tục thì mới mau hết pin chứ lâu lâu xài thì pin cx ok 3. Màu xanh mint độc quyền siêu đẹp + mặt lưng nên xinh lắm. Nhưng mà cũng vì mặt lưng kính vs là loại Fe nên xài nóng lắm nha. 4. Chụp ảnh xa, rõ đẹp ok."
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,2,Điện thoại mới mua được 2 hôm nhưng pin tụt nhanh và đặc biệt là máy rất nóng. Mới dùng được 1 lúc mà máy nóng ran không dám dùng lâu luôn.
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,1,Điện thoại mới mua bị nóng máy.....kiểm tra thy không bị lỗi....sài mau tuột pin....sài cảm giác không an toàn...lúc nào cũng lo sợ.... cửa hàng thi không hổ trợ đổi ....rất tệ...
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,1,"Sao máy mới mua mà tụt pin nhanh hơn đt cũ xài hơn 5, 6 năm nữa, đt gì mà mới bấm dc 30p nóng ran luôn, cắm xạc k đúng tới mà rờ vào nóng lắm luôn, sợ nó nổ không ah, thất vọng quá."
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,1,máy quá tệ chip nóng pin kém ko ngon đâu mọi người
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,5,Rất tốt
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,5,"Ai nói gì nóiNhưng mình dùng One UI 6.1 này là quá ổn,Máy hơi nóng là vì máy chạy Exynox 2200 là đúng,Pin bật chế độ tiết kiệm chơi hết ngày."
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,2,"Mình cũng mới mua 2 ngày, rất ân hận"
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,2,Thất vọng về cái máy ni quá chụp ảnh xe máy ôtô qua đường mà nó bị mờ ngồi trong hiên nhà soi camera ở ngoài đường nhìn mặt đường trắng bệch đi còn bàn phím thì nhiều khi ko dự đoán dc từ Bixby ko hỗ trợ tiếng Việt
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,4,Dùng tốt
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,Máy up len 6.1 nhanh nóng pin tuột tác vụ bình thường thôi mà mất 40% pin cho 1h18p on
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,Máy chạy hơi châm
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,5,Ok
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,2,Nv tư vấn pin trâu.ms dùng dk 1 ngày mà tuột nhanh hơn cả iphone.máy thì nóng.thực sự hối hận kinh khủng
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,"Máy khá nóng dù chỉ dùng tác vụ nhẹ nhàng, chắc do chip Exynos, mọi người mua chú ý, sẽ phải đợi update"
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,"Mình sự dụng dòng này được 2 tuần, cái đầu tiên pin tuột nhanh không dám sự dụng nhiều, bấm 10p nóng máy quá tr , tgdd đổi cho cái thứ 2 thì không nóng máy nhiều như trước , nhưng bị lỗi ngồi kế bên mà vợ điện không vô , điện thoại làm ăn mà gọi lúc vô lúc không quá nản"
https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3,"M mua sp nay khi ms ra lun, mua về m k dùng mấy vì bận vs còn dt cũ, khoảng 7 ngày sau khi sử dụng thì thấy máy nóng quá trời dù chỉ sd những ứng dụng bt, đem đi ra nv coi ns máy nóng bt đi bh cũng thế , nhưng giờ đọc đánh giá thì thấy nhiều trường hợp giống m quá. Giờ sd máy dc hơn 4 tháng thì lúc máy nóng đêm máy đo thử hơn 40 , pin xuống nhanh, hơi hối hận khi mua máy vội mà chưa tìm hiểu kĩ"
https://www.thegioididong.com/dtdd/iphone-13,5,Mới mua dùng thấy ổn. Máy thiết kế đẹp. Hàng mới nên an tâm về chất lượng
https://www.thegioididong.com/dtdd/iphone-13,5,Chất lượng ổn. Giá OK. Mua ngày 3/5/2024. Được tư vấn bởi quản lý Quốc Bảo ở đường tây lân bình tân
https://www.thegioididong.com/dtdd/iphone-13,5,"mua ở điện máy xanh 13/128g đc 2 tháng máy dùng ok pin còn 100%,nv tư vấn ok"
https://www.thegioididong.com/dtdd/iphone-13,5,Rất hài lòng với sản phẩm này
https://www.thegioididong.com/dtdd/iphone-13,3,Máy đêm k dùng gì tắt hết wifi 4g sáng dậy tụt 10% bin mới mua đc 10 ngày
https://www.thegioididong.com/dtdd/iphone-13,4,Mình đang góp dòng này cho mình hỏi mình thanh toán khoản góp theo tháng bằng thẻ visa tại cửa hàng được ko ạ
https://www.thegioididong.com/dtdd/iphone-13,4,"Máy mới mua 2 tuần, nhưng sài đôi khi bị nóng"
https://www.thegioididong.com/dtdd/iphone-13,1,Bảo hành lần 1 về chưa kịp dùng vẫn hỏng không bên nào nhận Tgdd tt bảo hành nhân viên tổng đài thái độ không nhiệt tình nhắn tin trung tâm thì kêu quản lý liên hệ nhưng đợi mãi không thấy đâu làm ăn vô trách nhiệm vậy ư
https://www.thegioididong.com/dtdd/iphone-13,5,Cho mình hỏi iPhone 13 hàng qua sử dụng ở tgdd là máy mới chưa qua sửa chữa gì phải không ạ
https://www.thegioididong.com/dtdd/iphone-13,2,Máy sạc nóng quá bình thường sạc ip 11 vs 12 củng ko nóng mà sạc ip 13 lại nóng nếu sác mà dùng cái j 1 cái là bị cảnh báo máy nóng à vs lại sạc củng chậm so với các dòng máy khác
https://www.thegioididong.com/dtdd/iphone-13,5,"Đối với mình thì không chê vào đâu được, cam ổn, game ổn, màn hình đẹp, pin thì bt, mua mới đã là iOS 17 rồi nhé. Nhân viên tư vấn nhiệt tình, mua tại Phú Thọ, Cẩm Khê, TT Sông Thao."
https://www.thegioididong.com/dtdd/iphone-13,3,Cam sau chụp gần không lấy nét được ảnh mờ
https://www.thegioididong.com/dtdd/iphone-13,5,"Mua đc tháng, dùng thấy ổn mà."
https://www.thegioididong.com/dtdd/iphone-13,4,Máy sài ok
https://www.thegioididong.com/dtdd/iphone-13,3,Ip mua hòi 16/5 sau khi mua về pin trâu lắm mà xài được vài ngày pin tuột kinh khủng không biết sau nữa
https://www.thegioididong.com/dtdd/iphone-13,5,Rất oke
https://www.thegioididong.com/dtdd/iphone-13,3,"mình mới mua iphone 13 ngày 14/5 trên trang tgdd isos 15 sao máy mình mở ra đã 17.3.1. pin xuống nhanh, máy lúc nào cũng trong tình trạng nóng"
https://www.thegioididong.com/dtdd/iphone-13,3,Tạm
https://www.thegioididong.com/dtdd/iphone-13,5,"Tốt hơn mong đợi nha mn ơi, nên mua nhé"
https://www.thegioididong.com/dtdd/iphone-13,4,Rat tôt
https://www.thegioididong.com/dtdd/iphone-13,3,Cho e hỏi máy e mua ngày 10/5/24 sao trong bh để đến hết ngày 9/5/25 với lại trên WES tgdd để máy chạy iOS 15 mà e về nhà xem lại là iOS 17.4.1
https://www.thegioididong.com/dtdd/iphone-13,4,"Mình mua ip 13 thường 128g hồi tháng 1, bây giờ mình muốn đổi lên ip15 thường 128g thì cần bù thêm bao nhiêu tiền ạ"
https://www.thegioididong.com/dtdd/iphone-13,5,Xài ổn định mượt mà
https://www.thegioididong.com/dtdd/iphone-13,5,Mình vừa mua ip13.Sạc đầy pin mà lướt web và TikTok thấy pin tuột nhanh lắm. Chỉ vài tiếng chỉ còn phân nữa pin. Không biết có lỗi pin không.
https://www.thegioididong.com/dtdd/iphone-13,3,May mua được hai tháng đã thấy bi bong lớp mạ bên ngoài
https://www.thegioididong.com/dtdd/iphone-13,1,"Xưa giờ mua ở TGDD thì chưa phải đổi trả lần nào nhưng mới đây mình mới mua Iphone 13 thường sử dụng 4 ngày thì có hiện tượng thi thoảng có màu đốm lạ trên màn hình, mang ra nhân viên kỹ thuật thẩm định để đổi trả thì giờ bắt mang đi hãng hẹn 1 tháng trời trong khi mình còn công việc nữa nên việc mang điện thoại đi trong thời gian lâu rất là bất tiện, mìng thấy bên cửa hàng giới thiệu khi mua thì lỗi gì đổi nấy trong 1 tháng, mà giờ mang ra thì lại nói mang đi thẩm định trong vòng 30 ngày thì thất vọng quá ạ"
https://www.thegioididong.com/dtdd/iphone-13,5,Máy dùng ok lắm ạNhân viên nhiệt tình vui vẻ 10
https://www.thegioididong.com/dtdd/iphone-13,4,Được
https://www.thegioididong.com/dtdd/iphone-13,4,"Điện thoại mình mua hồi tháng 5/2023 đến giờ là gần 1 năm,pin còn 90% điện thoại nhỏ gọn màu xinh,"
https://www.thegioididong.com/dtdd/iphone-13,5,"Dùng rất oke, mượt mà, pin dùng 2 ngày nếu chỉ lên mạng bình thường."
https://www.thegioididong.com/dtdd/iphone-13,5,"Mới dùng được 1 ngày. Face id thiếu sáng hoặc ra ngoài trời không nhạy. Nhân viên bán hàng chuyên nghiệp, tư vấn nhiệt tình."
https://www.thegioididong.com/dtdd/iphone-13,2,"Mới mua , nhưng sao màng hình màu ko đẹp , ko sáng như dt cũ , mua dmx"
https://www.thegioididong.com/dtdd/iphone-13,4,"Huhu em mua ngày 15, tới nay sạc 2 lần tại em còn xài máy cũ chưa chuyển hết qua máy mới, mà tuột pin kinh khủng, để cả ngày kh xài, đã tắt wifi, các kết nối pin tuột tầm khoảng 5%, để qua đêm tuột thêm 5% em hoang mang quá, không biết có bị gì không ạ."
https://www.thegioididong.com/dtdd/iphone-13,1,Mới mua đc vài ngày pin tuột nhanh hết có cuộc gọi lúc bắt máy đc lúc ko bắt máy đc
https://www.thegioididong.com/dtdd/iphone-13,3,Điện thoại bi xước camerA bên trong. Chụp bị nhòe mình đem ra cửa hàng. Mà phải gửi đi hãng thậm định đúng lỗi mới cho đổi hả shop. Mất 7 10ng lo lắng quá.
https://www.thegioididong.com/dtdd/iphone-13,4,"Máy mới mua đc 2 tuần,trải nghiệm khá ok, mình k dùng nhiều tác vụ nên thấy máy khá mượt. Có điểm trừ duy nhất là máy để qua đêm bị tụt tầm 5% dù đã để chế độ máy bay, tắt các chế độ liên quan nhưng vẫn bị tụt, k biết sao luôn"
https://www.thegioididong.com/dtdd/iphone-13,5,"Đã mua và trải nghiệm, cực kì hài lòng nha các bạn"
https://www.thegioididong.com/dtdd/iphone-13,5,Điện thoại chơi games rất mượt camera nét lắm nói chung là rất thích
https://www.thegioididong.com/dtdd/iphone-13,3,mua iPhone 13 TGDD không có cổng sạc hả ad
https://www.thegioididong.com/dtdd/iphone-13,1,"Mình có mua điện thoại iphone 13 ở Thế giới di dộng thới lai mình cái bạn cài điện thoại cho mình cài icloud mà không hỏi mình cài tên gì bạn tự ý cài kh theo ý mình mong muốn , mình luac giờ chỉ tin tưởng thế giới di động , bạn làm mính thất vọng quá , bạn cài máy rất lâu làm mình rất không vui , mình không muốn vào lại đó chút nào"
https://www.thegioididong.com/dtdd/realme-note-50,5,Ok
https://www.thegioididong.com/dtdd/realme-note-50,1,"Máy sài rất tệ sau hơn 1 tháng trải nghiệm... Đơ.. Lác, sập nguồn và khởi động lại liên tục, dùng ức chế vãi... Tôi muốn đổi sang sản phẩm khác"
https://www.thegioididong.com/dtdd/realme-note-50,5,Mình mua cho thằng cháu nó sài nên ko biết nói gì
https://www.thegioididong.com/dtdd/realme-note-50,4,"Thực sự thì sau một khoảng thời gian sử dụng, máy chạy khá ổn nhưng phần loa chưa được tốt lắm"
https://www.thegioididong.com/dtdd/realme-note-50,5,Vẫn sử dụng rất tốt
https://www.thegioididong.com/dtdd/realme-note-50,1,Vừa mua được vài tiếng đã bị sọc màng hình loạn cảm ứng
https://www.thegioididong.com/dtdd/realme-note-50,5,Từ lúc mua máy về tới thời điểm này máy rất ok máy chạy mượt và nhanh. Wifi ổn định lắm
https://www.thegioididong.com/dtdd/realme-note-50,4,Ok
https://www.thegioididong.com/dtdd/realme-note-50,5,rất ok
https://www.thegioididong.com/dtdd/realme-note-50,5,Rất ok
https://www.thegioididong.com/dtdd/realme-note-50,5,Rất tốt
https://www.thegioididong.com/dtdd/realme-note-50,3,Phù hợp với giá tiền điện thoại hơi yếu nên k xài đc quá nhiều ứng dụng hoặc chơi game
https://www.thegioididong.com/dtdd/realme-note-50,5,Rất tốt
https://www.thegioididong.com/dtdd/realme-note-50,5,"Màn hình rất mượt, rất ok"
https://www.thegioididong.com/dtdd/realme-note-50,2,Máy chụp ảnh rất chậm nhiều lúc bị đơ. Đang chụp tự dưng sập nguồn khởi động lại.
https://www.thegioididong.com/dtdd/realme-note-50,5,sp tốt
https://www.thegioididong.com/dtdd/realme-note-50,3,Muốn đổi sang hiệu redme bằng giá nhau được không
https://www.thegioididong.com/dtdd/realme-note-50,5,Sản phẩm ok
https://www.thegioididong.com/dtdd/realme-note-50,4,
https://www.thegioididong.com/dtdd/realme-note-50,3,
https://www.thegioididong.com/dtdd/realme-note-50,4,
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Cho mình hỏi sao mình bật 4g pin cứ tầm 3 4p tụt 1% vậy shop mình mua máy chưa được 10 ngày nữa
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Máy mình mua hôm 24/5 mới dùng 1th thôi mà s mỗi lần sạc pin điện thoại nóng quá. Mặc dù sạc trong phòng máy lạnh nhưng điện thoại vẫn nóng. Sợ dùng vài tháng chắc pin tuột hư pin luôn quá. K bít là do IOS như z hết hay là do đt mình tại trước h mình dùng android k thấy tình trạng như vậy
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Cho mình hỏi đt mình mới mua đầu tháng 6 sài hổm rày để ý thấy . Khi đã tắt tất cả ứng dụng và tắt luôn cả wifi mà để cả buổi thì bị tuột 3% bin . Là s v ạ
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,em mua dc 1 thang thì day sạc k dùng đước có dc đổi dây sạc khác k a
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"mình cùng câu hỏi loa bên trái ko nghe đc, chỉ nghe đc loa bên phải."
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Mình mua hôm 18/5 sử dụng đến nay , thì hai ngày nay cuộc gọi đến vuốt ngang để nghe lúc được lúc không ,là bị sao vậy shop"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,4,"Mọi thứ ok, nhưng mà loa phía dưới sao chỉ nghe đc phía bên phải vậy Còn bên trái ko nghe được"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Sao điện thoại mình mới sạc dc 26 lần mà đã tụt 1% rồi ạ
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mới mua 3 ngày. Chụp hình thôi mà máy nóng dã man. Sạc 80 % dừng lại ko sạc nữa. Pin tụt nhanh quá
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mình mua hồi 24/4 đến nay thì tụt còn 99% dù chỉ mới 36 lần sạc. Không biết có bị gì không
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Ok
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,dùng facebook thôi mà máy nóng lắm lúc nóng lúc không mà đa số nóng không mát như 1114 mà mới mua dc có 5 hôm
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,sản phẩm ok
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,"Mình có mua 1 điện thoại ở điện máy xanh nhân viên nói tặng đồng hồ cho mình nhưng không biết có tính thêm tiền vô chung với máy luôn, nhờ điện máy xanh xem lại"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,Moi sac co 59lan pin da xuống 99%
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Em mới mua hồi 26/04 giờ mún bán lại thì còn được bao nhiu ạ
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,"Một sự cải tiến thụt lùi của apple. Camera nâng cấp dử lắm mà giờ iphone 15 pro max chụp ảnh gần phải dùng cam thường. Camera bên thứ 3 như zalo, facebook, app ngân hàng chụp gần bị mờ không thấy gì. Giờ quét mã qr để chuyển khoản phải đứng thật xa ra rồi zoom lên chứ đứng gần mờ tịt không thấy gì. Mình hay chụp bill gửi zalo cho khách nên các máy cũ như ip11, ip12 prm chụp bình thường, ip15 prm mới mua phải chụp xa ra rồi thêm 1 bước cắt bỏ phần thừa. Điện thoại mình hay để lên đế rồi đưa qr vài quét để ck, gioè phẩm cầm đt lên để đưa xa mã, hoặc chồm người ra xa cho xa ra mới quét được. Thật sự tệ"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,cho hỏi ip 15 prm loa dưới chỗ cấm sạc sao hoạt động một bên
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Mua máy hôm 7/4 được 1 tháng thì bắt đầu ổ chân sạc và dây cáp cắm vào bị lỏng, rơ rơ dễ tụt. Ko chặt được. Mong ad hỗ trợ"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mới sạc có 25 lần đã tụt 1%pin rùi
https://www.thegioididong.com/dtdd/iphone-15-pro-max,4,"Mua hàng ở tgdđ xem trên wed có ưu đãi mà ra tiệm thì lại không có,quá tệ"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,"Mới mua chưa được 1 tháng , chỉ lướt tik tok , fb dùng wf mà máy nóng như muốn nổ . Pin thì sạc 80% lại dừng đợi hơn tiếng mới đủ 100% . Mau hao pin . Màn hình đôi lúc bị lỗi"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,"Bực mình ,mua mới 31tr990 mà chưa dc tháng đt thì bên phía kia k nghe rõ ,xong đem sửa thì nói là bình thường ,đem về đt ai mở loa cũng nghe k rõ hết bực mình ghê"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Sản phẩm chất lượng đạt rất tốt. Mua voi phiêu Giãm giá càng tuyệt vời
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"mới mua máy 20 ngày mà tụt 1%, quá chán"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mình mới mua 15 promax 256g hôm 6/5 để qua đêm ko dùng gì pin tụt 3% . Kiểm tra máy có cuộc gọi nhỡ hôm 1/5 mong nhận dc giải đáp
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mới mua máy ngày 25/3 đến hôm nay ngày 5/5 mới sạc được 41 lần nhưng bị tuột dung lượng pin còn 99%. Máy khi sử dụng cũng siêu nóng.
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mới mua được gần 2 tháng mà pin tụt mất 2% đúng là thất vọng về máy
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,"mua 14/2/2024 nay là 4/5/2024, pin còn 99%.Trước chưa cập nhật lên ios 17 thì dùng đt nóng máy, sạc k nóng. Bây giờ trừ khi k cầm lên dùng thì mới k nóng, chứ sạc nóng đến nỗi bật quạt cho máy k sợ nổ. và 1 cái nữa, loa trong bị rè, khi gọi thoại xong,ng kia tắt máy nó sẽ tút tút nhưng cái mình đang dùng thì nó rè rè rất khó chịu.Đúng ra phải ngoi lên đánh giá từ trước nhưng mình bận, với ít dùng nên chưa cảm nhận sâu. Với giờ ít gọi thoại toàn zalo, mess nên mình k chú ý nhiều, giờ mới bàng hoàng phát hiện ra. Mong các bạn xử lý nhanh giúp k lại hết thời gian bảo hành."
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,"Máy mua 01/5/2024 tại tgdd 325 điện biên phủ đà nẵng. Sạc 2 lần, thời gian sạc đầy 100% mất 2 giờ 30 phút y. Máy gọi zalo báo lỗi micro liên tục 5 lần. Thấy nản. Bỏ tiền nhiều mà áp lực dễ sợ"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,"Máy nóng rất tệ ,call cideo như muốn nổ,đang nt zalo cái tắt nguồn,nhanh hết pin nữa đem ra thì bảo gửi về hãng ktra bấm không thâyd nóng hay gì còn ktra bán hàng kiểu này chắc không có lại lần t2"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Đã mua giá vẫn cao ngoài shop khac bán có 289000k đay thế giới bấn 30,49000k máy nhanh nóng bin nhanh tụt"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,okee
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Máy dùng dc 6th rồi, gọi video call chưa dc 20p mà máy nóng muốn nổ @@, lướt fb thôi máy đã nóng tay rồi. Rất nhanh nóng máy nhen Sạc pin thì hay bị tình trạng thông báo dừng ở 80% do máy nóng, nào máy hết nóng mới sạc vô pin tiếp nữa mặc dù lúc sạc ít xài, chỉ check tn thôiThấy nhiều đánh giá máy ip15 prm rất nhanh bị nóng dù là máy mới, chứng tỏ dòng này pin không ổn"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,Dùng chưa được 30 ngày sạc có 27 lần mà pin còn 99% lại còn lỗi reset counter và panic full nữa
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Sạc lần đầu 3 tiếng chưa đầy
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,15prm mới mua được 1 tuần. Về chỉ xài wifi xài các tác vụ ytb. Tiktop. Mà nóng như muốn nổ. Không hiểu vì sao
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,Lúc mua thì bảo lỗi 1 doi 1 tới lúc may lỗi thì đi tham định 10 ngày chưa xong. Mua thì nhanh còn đoi thì rất lâu cũng k biết có đổi dc k 15pro max xài chua dc 30 ngày máy thì nóng muốn nổ tung.
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,máy dùng ok
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,"Hôm nay đã là 6 ngày đi bảo hành báo là ko có lỗi gì trong kho mua 16 ngày thì mất 3 ngày lỗi ko sạc đc và cũng test tại siêu thị 2 ngày. Cái ngu nhất của người tiêu dùng là tin tưởng vào chính sách bảo hành của cửa hàng lúc mua tư vấn 1 kiểu và máy lỗi laị nói 1 kiểu ko khác gì là lừa người tiêu dùng. Yêu cầu cửa hàng bảo hành 1 đổi 1 đúng như chính sách tư vấn khi check lỗi được tại cửa hàng, các bạn tư vấn không đúng chính sách 1 đổi 1 thì có chắc các bạn có manh máy đi thẩm định không hay mang máy của KH đi sửaYêu cầu giải quyết đổi máy mới cho KH khi ngta mới mua có 16 ngày và số lần sạc rất ít"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,2,"Mua đt cuối t3 , ko coi đc clip dù dùng wifi hay đk 4g , thường xuyên nóng máy và hay lag là sao vậy , mong đc tv."
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Nv chi nhánh Chợ Gạo TG c Phương Thanh dthuong lắm ah trộm vía đừng hư hao gì hết nha
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,iPhone 15 Pro Max 256 GB rất Ok nha.
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Máy mới mua cho ck mình. mới mua mà thấy nóng lắm. Lâu lâu lại lỗi màn hình. Để sd thêm coi sao
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,"Máy hoạt động tốt, mượt"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,1,Dùng OK dút túi quàn hay bị nóng máy bực mình chốc lại nóng máy bực mình
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,"Cảm ứng rất mượt, máy xử lý nhanh. Máy nhẹ. Tuy nhiên màu sắc không có nhiều nổi bật nhiều."
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Ok
https://www.thegioididong.com/dtdd/iphone-15-pro-max,4,Xài nhanh nóng máy
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Dt xai tốt
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Mới mua 10 ngày,lướt fb ít phút máy nóng"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,"Mua ip15 pro max ở thegioididong, máy còn bảo hành, máy đang sử dụng thì bị tắt nguồn và gưie máy bảo hành gần cả tháng chưa xông là sao vậy ạ"
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Sử dụng tầm 30 thì bị nóng máy phần nút tăng giảm âm lượng
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Ok
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Mua ngày đầu tiên sạc 100% dùng fb zalo tiktok dc 12 tiếng pin yếu thì có ổn k Mình thấy hao pin nhanh
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Sản phẩm tốt chất lượng nhân viên tư vấn TGDĐ thị trấn Thủ Thừa nhiệt tình chu đáo
https://www.thegioididong.com/dtdd/iphone-15-pro-max,3,Tạm ổn
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,Nhân viên tư vấn thân thiệt và nhiệt tình
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,sao pin con này bị sao vậy shop
https://www.thegioididong.com/dtdd/iphone-15-pro-max,4,Mình mua iphone 15 pro max 256 màu tự nhiên mới mua được 3 tháng sạc mới 60 lần mà máy đã tụt pin còn 97%. Mình tính mang ra tgdd kiểm tra. K biết pin tụt nhah như vậy là máy lỗi hay sao ạ
https://www.thegioididong.com/dtdd/iphone-15-pro-max,5,"Chẳng có gì để chê, Pin rất trâu và sạc rất nhanh."
